word,sentiment,lexicon,score
meaningless,negative,bing,NA
meanness,negative,bing,NA
measly,negative,bing,NA
meddle,negative,bing,NA
meddlesome,negative,bing,NA
mediocre,negative,bing,NA
mediocrity,negative,bing,NA
melancholy,negative,bing,NA
melodramatic,negative,bing,NA
melodramatically,negative,bing,NA
meltdown,negative,bing,NA
memorable,positive,bing,NA
menace,negative,bing,NA
menacing,negative,bing,NA
menacingly,negative,bing,NA
mendacious,negative,bing,NA
mendacity,negative,bing,NA
menial,negative,bing,NA
merciful,positive,bing,NA
mercifully,positive,bing,NA
merciless,negative,bing,NA
mercilessly,negative,bing,NA
mercy,positive,bing,NA
merit,positive,bing,NA
meritorious,positive,bing,NA
merrily,positive,bing,NA
merriment,positive,bing,NA
merriness,positive,bing,NA
merry,positive,bing,NA
mesmerize,positive,bing,NA
mesmerized,positive,bing,NA
mesmerizes,positive,bing,NA
mesmerizing,positive,bing,NA
mesmerizingly,positive,bing,NA
mess,negative,bing,NA
messed,negative,bing,NA
messes,negative,bing,NA
messing,negative,bing,NA
messy,negative,bing,NA
meticulous,positive,bing,NA
meticulously,positive,bing,NA
midget,negative,bing,NA
miff,negative,bing,NA
mightily,positive,bing,NA
mighty,positive,bing,NA
militancy,negative,bing,NA
mind-blowing,positive,bing,NA
mindless,negative,bing,NA
mindlessly,negative,bing,NA
miracle,positive,bing,NA
miracles,positive,bing,NA
miraculous,positive,bing,NA
miraculously,positive,bing,NA
miraculousness,positive,bing,NA
mirage,negative,bing,NA
mire,negative,bing,NA
misalign,negative,bing,NA
misaligned,negative,bing,NA
misaligns,negative,bing,NA
misapprehend,negative,bing,NA
misbecome,negative,bing,NA
misbecoming,negative,bing,NA
misbegotten,negative,bing,NA
misbehave,negative,bing,NA
misbehavior,negative,bing,NA
miscalculate,negative,bing,NA
miscalculation,negative,bing,NA
miscellaneous,negative,bing,NA
mischief,negative,bing,NA
mischievous,negative,bing,NA
mischievously,negative,bing,NA
misconception,negative,bing,NA
misconceptions,negative,bing,NA
miscreant,negative,bing,NA
miscreants,negative,bing,NA
misdirection,negative,bing,NA
miser,negative,bing,NA
miserable,negative,bing,NA
miserableness,negative,bing,NA
miserably,negative,bing,NA
miseries,negative,bing,NA
miserly,negative,bing,NA
misery,negative,bing,NA
misfit,negative,bing,NA
misfortune,negative,bing,NA
misgiving,negative,bing,NA
misgivings,negative,bing,NA
misguidance,negative,bing,NA
misguide,negative,bing,NA
misguided,negative,bing,NA
mishandle,negative,bing,NA
mishap,negative,bing,NA
misinform,negative,bing,NA
misinformed,negative,bing,NA
misinterpret,negative,bing,NA
misjudge,negative,bing,NA
misjudgment,negative,bing,NA
mislead,negative,bing,NA
misleading,negative,bing,NA
misleadingly,negative,bing,NA
mislike,negative,bing,NA
mismanage,negative,bing,NA
mispronounce,negative,bing,NA
mispronounced,negative,bing,NA
mispronounces,negative,bing,NA
misread,negative,bing,NA
misreading,negative,bing,NA
misrepresent,negative,bing,NA
misrepresentation,negative,bing,NA
miss,negative,bing,NA
missed,negative,bing,NA
misses,negative,bing,NA
misstatement,negative,bing,NA
mist,negative,bing,NA
mistake,negative,bing,NA
mistaken,negative,bing,NA
mistakenly,negative,bing,NA
mistakes,negative,bing,NA
mistified,negative,bing,NA
mistress,negative,bing,NA
mistrust,negative,bing,NA
mistrustful,negative,bing,NA
mistrustfully,negative,bing,NA
mists,negative,bing,NA
misunderstand,negative,bing,NA
misunderstanding,negative,bing,NA
misunderstandings,negative,bing,NA
misunderstood,negative,bing,NA
misuse,negative,bing,NA
moan,negative,bing,NA
mobster,negative,bing,NA
mock,negative,bing,NA
mocked,negative,bing,NA
mockeries,negative,bing,NA
mockery,negative,bing,NA
mocking,negative,bing,NA
mockingly,negative,bing,NA
mocks,negative,bing,NA
modern,positive,bing,NA
modest,positive,bing,NA
modesty,positive,bing,NA
molest,negative,bing,NA
molestation,negative,bing,NA
momentous,positive,bing,NA
monotonous,negative,bing,NA
monotony,negative,bing,NA
monster,negative,bing,NA
monstrosities,negative,bing,NA
monstrosity,negative,bing,NA
monstrous,negative,bing,NA
monstrously,negative,bing,NA
monumental,positive,bing,NA
monumentally,positive,bing,NA
moody,negative,bing,NA
moot,negative,bing,NA
mope,negative,bing,NA
morality,positive,bing,NA
morbid,negative,bing,NA
morbidly,negative,bing,NA
mordant,negative,bing,NA
mordantly,negative,bing,NA
moribund,negative,bing,NA
moron,negative,bing,NA
moronic,negative,bing,NA
morons,negative,bing,NA
mortification,negative,bing,NA
mortified,negative,bing,NA
mortify,negative,bing,NA
mortifying,negative,bing,NA
motionless,negative,bing,NA
motivated,positive,bing,NA
motley,negative,bing,NA
mourn,negative,bing,NA
mourner,negative,bing,NA
mournful,negative,bing,NA
mournfully,negative,bing,NA
muddle,negative,bing,NA
muddy,negative,bing,NA
mudslinger,negative,bing,NA
mudslinging,negative,bing,NA
mulish,negative,bing,NA
multi-polarization,negative,bing,NA
multi-purpose,positive,bing,NA
mundane,negative,bing,NA
murder,negative,bing,NA
murderer,negative,bing,NA
murderous,negative,bing,NA
murderously,negative,bing,NA
murky,negative,bing,NA
muscle-flexing,negative,bing,NA
mushy,negative,bing,NA
musty,negative,bing,NA
mysterious,negative,bing,NA
mysteriously,negative,bing,NA
mystery,negative,bing,NA
mystify,negative,bing,NA
myth,negative,bing,NA
nag,negative,bing,NA
nagging,negative,bing,NA
naive,negative,bing,NA
naively,negative,bing,NA
narrower,negative,bing,NA
nastily,negative,bing,NA
nastiness,negative,bing,NA
nasty,negative,bing,NA
naughty,negative,bing,NA
nauseate,negative,bing,NA
nauseates,negative,bing,NA
nauseating,negative,bing,NA
nauseatingly,negative,bing,NA
navigable,positive,bing,NA
neat,positive,bing,NA
neatest,positive,bing,NA
neatly,positive,bing,NA
nebulous,negative,bing,NA
nebulously,negative,bing,NA
needless,negative,bing,NA
needlessly,negative,bing,NA
needy,negative,bing,NA
nefarious,negative,bing,NA
nefariously,negative,bing,NA
negate,negative,bing,NA
negation,negative,bing,NA
negative,negative,bing,NA
negatives,negative,bing,NA
negativity,negative,bing,NA
neglect,negative,bing,NA
neglected,negative,bing,NA
negligence,negative,bing,NA
negligent,negative,bing,NA
nemesis,negative,bing,NA
nepotism,negative,bing,NA
nervous,negative,bing,NA
nervously,negative,bing,NA
nervousness,negative,bing,NA
nettle,negative,bing,NA
nettlesome,negative,bing,NA
neurotic,negative,bing,NA
neurotically,negative,bing,NA
nice,positive,bing,NA
nicely,positive,bing,NA
nicer,positive,bing,NA
nicest,positive,bing,NA
nifty,positive,bing,NA
niggle,negative,bing,NA
niggles,negative,bing,NA
nightmare,negative,bing,NA
nightmarish,negative,bing,NA
nightmarishly,negative,bing,NA
nimble,positive,bing,NA
nitpick,negative,bing,NA
nitpicking,negative,bing,NA
noble,positive,bing,NA
nobly,positive,bing,NA
noise,negative,bing,NA
noiseless,positive,bing,NA
noises,negative,bing,NA
noisier,negative,bing,NA
noisy,negative,bing,NA
non-confidence,negative,bing,NA
non-violence,positive,bing,NA
non-violent,positive,bing,NA
nonexistent,negative,bing,NA
nonresponsive,negative,bing,NA
nonsense,negative,bing,NA
nosey,negative,bing,NA
notably,positive,bing,NA
noteworthy,positive,bing,NA
notoriety,negative,bing,NA
notorious,negative,bing,NA
notoriously,negative,bing,NA
nourish,positive,bing,NA
nourishing,positive,bing,NA
nourishment,positive,bing,NA
novelty,positive,bing,NA
noxious,negative,bing,NA
nuisance,negative,bing,NA
numb,negative,bing,NA
nurturing,positive,bing,NA
oasis,positive,bing,NA
obese,negative,bing,NA
object,negative,bing,NA
objection,negative,bing,NA
objectionable,negative,bing,NA
objections,negative,bing,NA
oblique,negative,bing,NA
obliterate,negative,bing,NA
obliterated,negative,bing,NA
oblivious,negative,bing,NA
obnoxious,negative,bing,NA
obnoxiously,negative,bing,NA
obscene,negative,bing,NA
obscenely,negative,bing,NA
obscenity,negative,bing,NA
obscure,negative,bing,NA
obscured,negative,bing,NA
obscures,negative,bing,NA
obscurity,negative,bing,NA
obsess,negative,bing,NA
obsession,positive,bing,NA
obsessions,positive,bing,NA
obsessive,negative,bing,NA
obsessively,negative,bing,NA
obsessiveness,negative,bing,NA
obsolete,negative,bing,NA
obstacle,negative,bing,NA
obstinate,negative,bing,NA
obstinately,negative,bing,NA
obstruct,negative,bing,NA
obstructed,negative,bing,NA
obstructing,negative,bing,NA
obstruction,negative,bing,NA
obstructs,negative,bing,NA
obtainable,positive,bing,NA
obtrusive,negative,bing,NA
obtuse,negative,bing,NA
occlude,negative,bing,NA
occluded,negative,bing,NA
occludes,negative,bing,NA
occluding,negative,bing,NA
odd,negative,bing,NA
odder,negative,bing,NA
oddest,negative,bing,NA
oddities,negative,bing,NA
oddity,negative,bing,NA
oddly,negative,bing,NA
odor,negative,bing,NA
offence,negative,bing,NA
offend,negative,bing,NA
offender,negative,bing,NA
offending,negative,bing,NA
offenses,negative,bing,NA
offensive,negative,bing,NA
offensively,negative,bing,NA
offensiveness,negative,bing,NA
officious,negative,bing,NA
ominous,negative,bing,NA
ominously,negative,bing,NA
omission,negative,bing,NA
omit,negative,bing,NA
one-sided,negative,bing,NA
onerous,negative,bing,NA
onerously,negative,bing,NA
onslaught,negative,bing,NA
openly,positive,bing,NA
openness,positive,bing,NA
opinionated,negative,bing,NA
opponent,negative,bing,NA
opportunistic,negative,bing,NA
oppose,negative,bing,NA
opposition,negative,bing,NA
oppositions,negative,bing,NA
oppress,negative,bing,NA
oppression,negative,bing,NA
oppressive,negative,bing,NA
oppressively,negative,bing,NA
oppressiveness,negative,bing,NA
oppressors,negative,bing,NA
optimal,positive,bing,NA
optimism,positive,bing,NA
optimistic,positive,bing,NA
opulent,positive,bing,NA
ordeal,negative,bing,NA
orderly,positive,bing,NA
originality,positive,bing,NA
orphan,negative,bing,NA
ostracize,negative,bing,NA
outbreak,negative,bing,NA
outburst,negative,bing,NA
outbursts,negative,bing,NA
outcast,negative,bing,NA
outcry,negative,bing,NA
outdo,positive,bing,NA
outdone,positive,bing,NA
outlaw,negative,bing,NA
outmoded,negative,bing,NA
outperform,positive,bing,NA
outperformed,positive,bing,NA
outperforming,positive,bing,NA
outperforms,positive,bing,NA
outrage,negative,bing,NA
outraged,negative,bing,NA
outrageous,negative,bing,NA
outrageously,negative,bing,NA
outrageousness,negative,bing,NA
outrages,negative,bing,NA
outshine,positive,bing,NA
outshone,positive,bing,NA
outsider,negative,bing,NA
outsmart,positive,bing,NA
outstanding,positive,bing,NA
outstandingly,positive,bing,NA
outstrip,positive,bing,NA
outwit,positive,bing,NA
ovation,positive,bing,NA
over-acted,negative,bing,NA
over-awe,negative,bing,NA
over-balanced,negative,bing,NA
over-hyped,negative,bing,NA
over-priced,negative,bing,NA
over-valuation,negative,bing,NA
overact,negative,bing,NA
overacted,negative,bing,NA
overawe,negative,bing,NA
overbalance,negative,bing,NA
overbalanced,negative,bing,NA
overbearing,negative,bing,NA
overbearingly,negative,bing,NA
overblown,negative,bing,NA
overdo,negative,bing,NA
overdone,negative,bing,NA
overdue,negative,bing,NA
overemphasize,negative,bing,NA
overheat,negative,bing,NA
overjoyed,positive,bing,NA
overkill,negative,bing,NA
overloaded,negative,bing,NA
overlook,negative,bing,NA
overpaid,negative,bing,NA
overpayed,negative,bing,NA
overplay,negative,bing,NA
overpower,negative,bing,NA
overpriced,negative,bing,NA
overrated,negative,bing,NA
overreach,negative,bing,NA
overrun,negative,bing,NA
overshadow,negative,bing,NA
oversight,negative,bing,NA
oversights,negative,bing,NA
oversimplification,negative,bing,NA
oversimplified,negative,bing,NA
oversimplify,negative,bing,NA
oversize,negative,bing,NA
overstate,negative,bing,NA
overstated,negative,bing,NA
overstatement,negative,bing,NA
overstatements,negative,bing,NA
overstates,negative,bing,NA
overtake,positive,bing,NA
overtaken,positive,bing,NA
overtakes,positive,bing,NA
overtaking,positive,bing,NA
overtaxed,negative,bing,NA
overthrow,negative,bing,NA
overthrows,negative,bing,NA
overtook,positive,bing,NA
overture,positive,bing,NA
overturn,negative,bing,NA
overweight,negative,bing,NA
overwhelm,negative,bing,NA
overwhelmed,negative,bing,NA
overwhelming,negative,bing,NA
overwhelmingly,negative,bing,NA
overwhelms,negative,bing,NA
overzealous,negative,bing,NA
overzealously,negative,bing,NA
overzelous,negative,bing,NA
pain,negative,bing,NA
pain-free,positive,bing,NA
painful,negative,bing,NA
painfull,negative,bing,NA
painfully,negative,bing,NA
painless,positive,bing,NA
painlessly,positive,bing,NA
pains,negative,bing,NA
palatial,positive,bing,NA
pale,negative,bing,NA
pales,negative,bing,NA
paltry,negative,bing,NA
pamper,positive,bing,NA
pampered,positive,bing,NA
pamperedly,positive,bing,NA
pamperedness,positive,bing,NA
pampers,positive,bing,NA
pan,negative,bing,NA
pandemonium,negative,bing,NA
pander,negative,bing,NA
pandering,negative,bing,NA
panders,negative,bing,NA
panic,negative,bing,NA
panick,negative,bing,NA
panicked,negative,bing,NA
panicking,negative,bing,NA
panicky,negative,bing,NA
panoramic,positive,bing,NA
paradise,positive,bing,NA
paradoxical,negative,bing,NA
paradoxically,negative,bing,NA
paralize,negative,bing,NA
paralyzed,negative,bing,NA
paramount,positive,bing,NA
paranoia,negative,bing,NA
paranoid,negative,bing,NA
parasite,negative,bing,NA
pardon,positive,bing,NA
pariah,negative,bing,NA
parody,negative,bing,NA
partiality,negative,bing,NA
partisan,negative,bing,NA
partisans,negative,bing,NA
passe,negative,bing,NA
passion,positive,bing,NA
passionate,positive,bing,NA
passionately,positive,bing,NA
passive,negative,bing,NA
passiveness,negative,bing,NA
pathetic,negative,bing,NA
pathetically,negative,bing,NA
patience,positive,bing,NA
patient,positive,bing,NA
patiently,positive,bing,NA
patriot,positive,bing,NA
patriotic,positive,bing,NA
patronize,negative,bing,NA
paucity,negative,bing,NA
pauper,negative,bing,NA
paupers,negative,bing,NA
payback,negative,bing,NA
peace,positive,bing,NA
peaceable,positive,bing,NA
peaceful,positive,bing,NA
peacefully,positive,bing,NA
peacekeepers,positive,bing,NA
peach,positive,bing,NA
peculiar,negative,bing,NA
peculiarly,negative,bing,NA
pedantic,negative,bing,NA
peeled,negative,bing,NA
peerless,positive,bing,NA
peeve,negative,bing,NA
peeved,negative,bing,NA
peevish,negative,bing,NA
peevishly,negative,bing,NA
penalize,negative,bing,NA
penalty,negative,bing,NA
pep,positive,bing,NA
pepped,positive,bing,NA
pepping,positive,bing,NA
peppy,positive,bing,NA
peps,positive,bing,NA
perfect,positive,bing,NA
perfection,positive,bing,NA
perfectly,positive,bing,NA
perfidious,negative,bing,NA
perfidity,negative,bing,NA
perfunctory,negative,bing,NA
peril,negative,bing,NA
perilous,negative,bing,NA
perilously,negative,bing,NA
perish,negative,bing,NA
permissible,positive,bing,NA
pernicious,negative,bing,NA
perplex,negative,bing,NA
perplexed,negative,bing,NA
perplexing,negative,bing,NA
perplexity,negative,bing,NA
persecute,negative,bing,NA
persecution,negative,bing,NA
perseverance,positive,bing,NA
persevere,positive,bing,NA
personages,positive,bing,NA
personalized,positive,bing,NA
pertinacious,negative,bing,NA
pertinaciously,negative,bing,NA
pertinacity,negative,bing,NA
perturb,negative,bing,NA
perturbed,negative,bing,NA
pervasive,negative,bing,NA
perverse,negative,bing,NA
perversely,negative,bing,NA
perversion,negative,bing,NA
perversity,negative,bing,NA
pervert,negative,bing,NA
perverted,negative,bing,NA
perverts,negative,bing,NA
pessimism,negative,bing,NA
pessimistic,negative,bing,NA
pessimistically,negative,bing,NA
pest,negative,bing,NA
pestilent,negative,bing,NA
petrified,negative,bing,NA
petrify,negative,bing,NA
pettifog,negative,bing,NA
petty,negative,bing,NA
phenomenal,positive,bing,NA
phenomenally,positive,bing,NA
phobia,negative,bing,NA
phobic,negative,bing,NA
phony,negative,bing,NA
picket,negative,bing,NA
picketed,negative,bing,NA
picketing,negative,bing,NA
pickets,negative,bing,NA
picky,negative,bing,NA
picturesque,positive,bing,NA
piety,positive,bing,NA
pig,negative,bing,NA
pigs,negative,bing,NA
pillage,negative,bing,NA
pillory,negative,bing,NA
pimple,negative,bing,NA
pinch,negative,bing,NA
pinnacle,positive,bing,NA
pique,negative,bing,NA
pitiable,negative,bing,NA
pitiful,negative,bing,NA
pitifully,negative,bing,NA
pitiless,negative,bing,NA
pitilessly,negative,bing,NA
pittance,negative,bing,NA
pity,negative,bing,NA
plagiarize,negative,bing,NA
plague,negative,bing,NA
plasticky,negative,bing,NA
playful,positive,bing,NA
playfully,positive,bing,NA
plaything,negative,bing,NA
plea,negative,bing,NA
pleas,negative,bing,NA
pleasant,positive,bing,NA
pleasantly,positive,bing,NA
pleased,positive,bing,NA
pleases,positive,bing,NA
pleasing,positive,bing,NA
pleasingly,positive,bing,NA
pleasurable,positive,bing,NA
pleasurably,positive,bing,NA
pleasure,positive,bing,NA
plebeian,negative,bing,NA
plentiful,positive,bing,NA
plight,negative,bing,NA
plot,negative,bing,NA
plotters,negative,bing,NA
ploy,negative,bing,NA
plunder,negative,bing,NA
plunderer,negative,bing,NA
pluses,positive,bing,NA
plush,positive,bing,NA
plusses,positive,bing,NA
poetic,positive,bing,NA
poeticize,positive,bing,NA
poignant,positive,bing,NA
pointless,negative,bing,NA
pointlessly,negative,bing,NA
poise,positive,bing,NA
poised,positive,bing,NA
poison,negative,bing,NA
poisonous,negative,bing,NA
